RUN_ID	MODE	STOPWORDS	MIN_FREQ	MIN_PMI	MAP	POSTINGS_COST	DICT_SIZE	TERMS_SIZE	NGRAMS	AVGDL	SUMDF
20250821_190350_phrases_english_-1_10_11	phrases	english	10	11	0.3050	1234.2212	1744	122397	25	87.42642857142857	74639
20250821_190454_phrases_english_-1_10_12	phrases	english	10	12	0.3065	1235.8230	1726	122699	7	87.64214285714286	74751
20250821_190557_phrases_english_-1_10_13	phrases	english	10	13	0.3080	1236.1327	1721	122801	1	87.715	74797
20250821_190658_phrases_english_-1_10_14	phrases	english	10	14	0.3080	1236.1327	1720	122814	0	87.72428571428571	74805
20250821_190800_phrases_english_-1_10_15	phrases	english	10	15	0.3080	1236.1327	1720	122814	0	87.72428571428571	74805
20250821_190901_phrases_english_-1_10_16	phrases	english	10	16	0.3080	1236.1327	1720	122814	0	87.72428571428571	74805
20250821_191001_phrases_english_-1_10_17	phrases	english	10	17	0.3080	1236.1327	1720	122814	0	87.72428571428571	74805
20250821_191102_phrases_english_-1_10_24	phrases	english	10	24	0.3080	1236.1327	1720	122814	0	87.72428571428571	74805
20250821_191204_phrases_english_-1_10_48	phrases	english	10	48	0.3080	1236.1327	1720	122814	0	87.72428571428571	74805
20250821_191305_phrases_english_-1_11_0	phrases	english	11	0	0.2456	674.3717	2199	107573	569	76.83785714285715	72070
20250821_191412_phrases_english_-1_11_1	phrases	english	11	1	0.2452	676.7699	2197	107573	567	76.83785714285715	72004
20250821_191518_phrases_english_-1_11_2	phrases	english	11	2	0.2457	684.1504	2191	107616	561	76.86857142857143	71976
20250821_191623_phrases_english_-1_11_3	phrases	english	11	3	0.2463	688.7257	2173	107741	543	76.95785714285714	71932
20250821_191730_phrases_english_-1_11_4	phrases	english	11	4	0.2539	710.3805	2128	108308	498	77.36285714285714	71872
20250821_191837_phrases_english_-1_11_5	phrases	english	11	5	0.2538	781.4602	2065	109381	435	78.12928571428571	71865
20250821_191942_phrases_english_-1_11_6	phrases	english	11	6	0.2662	877.9646	1971	110817	341	79.155	71977
20250821_192050_phrases_english_-1_11_7	phrases	english	11	7	0.2772	1019.9558	1868	113100	238	80.78571428571429	72052
20250821_192157_phrases_english_-1_11_8	phrases	english	11	8	0.2978	1164.2832	1769	117377	139	83.84071428571428	72755
20250821_192305_phrases_english_-1_11_9	phrases	english	11	9	0.2994	1218.4248	1709	119653	79	85.46642857142857	73262
20250821_192411_phrases_english_-1_11_10	phrases	english	11	10	0.3040	1234.8142	1675	120836	45	86.31142857142858	73640
20250821_192514_phrases_english_-1_11_11	phrases	english	11	11	0.3066	1238.0354	1651	121253	21	86.60928571428572	73802
20250821_192619_phrases_english_-1_11_12	phrases	english	11	12	0.3083	1239.6991	1636	121524	6	86.80285714285715	73896
20250821_192722_phrases_english_-1_11_13	phrases	english	11	13	0.3095	1240.0088	1632	121616	1	86.86857142857143	73940
20250821_192826_phrases_english_-1_11_14	phrases	english	11	14	0.3095	1240.0088	1631	121629	0	86.87785714285714	73948
20250821_192926_phrases_english_-1_11_15	phrases	english	11	15	0.3095	1240.0088	1631	121629	0	86.87785714285714	73948
20250821_193028_phrases_english_-1_11_16	phrases	english	11	16	0.3095	1240.0088	1631	121629	0	86.87785714285714	73948
20250821_193130_phrases_english_-1_11_17	phrases	english	11	17	0.3095	1240.0088	1631	121629	0	86.87785714285714	73948
20250821_193231_phrases_english_-1_11_24	phrases	english	11	24	0.3095	1240.0088	1631	121629	0	86.87785714285714	73948
20250821_193332_phrases_english_-1_11_48	phrases	english	11	48	0.3095	1240.0088	1631	121629	0	86.87785714285714	73948
20250821_193434_phrases_english_-1_16_0	phrases	english	16	0	0.2566	736.9823	1636	105876	341	75.62571428571428	69335
20250821_193542_phrases_english_-1_16_1	phrases	english	16	1	0.2566	738.3982	1635	105876	340	75.62571428571428	69280
20250821_193650_phrases_english_-1_16_2	phrases	english	16	2	0.2574	748.3540	1632	105914	337	75.65285714285714	69255
20250821_193800_phrases_english_-1_16_3	phrases	english	16	3	0.2568	751.0088	1626	105979	331	75.69928571428571	69229
